DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
02065400-01,2010,-4.186449929,0.259789293,1.593846154,0.419712967,1,1,0,0,0,0,0,0,1,0,1,8,2,0,0,Cenaiko Lake,Mississippi River - Twin Cities,-93.30035632,45.14036824,2,11,1.5,2.090909091,B,Cenaiko Lake-1,1898,0.786734417,4.53720651,0,0,184000,133150,1040,1419.25,0,0,1570,0,0,186650,132287.75,2544,2011,32,0
02065400-01,2011,-3.724671748,0.376656636,1.815384615,0.472310198,7,0,0,0,0,0,0,0,1,0,9,4,0,0,0,Cenaiko Lake,Mississippi River - Twin Cities,-93.30035632,45.14036824,7,13,1,1.307692308,B,Cenaiko Lake-1,1892,1.031337209,4.856040856,0,0,175400,111900,1040,1419,0,0,1540,0,0,185450,131151,2486,2024,64,2
02065400-01,2012,-3.813570843,0.634164691,1.757142857,0.470211549,14,0,0,0,0,0,0,0,1,0,5,9,0,0,0,Cenaiko Lake,Mississippi River - Twin Cities,-93.30035632,45.14036824,14,14,1,1.642857143,B,Cenaiko Lake-1,1894,1.008796199,4.797861749,0,0,159600,110350,1050,1468,0,0,1542,0,0,184000,135651,2451,1960,64,0
10000200-01,2004,-3.204302937,0.473781795,2.364285714,1.826138062,1,6,5,1,0,0,0,1,0,0,1,0,6,3,3,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,13,13,2.461538462,3.538461539,C,Riley Lake-1,68,3.707142857,1.448812322,0,0,349100,324100,0,0,0,0,55,0,0,183900,140316,5574,3075,2,0
10000200-01,2005,-3.054400986,0.417885803,2.05,1.678712877,1,9,1,2,0,0,0,1,0,0,0,2,4,5,2,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,13,13,2.307692308,3.538461539,C,Riley Lake-1,72,3.77,1.447848979,0,0,380000,354700,0,0,0,0,59,0,0,183900,140316,5712,3810,0,0
10000200-01,2006,-2.961873135,0.602844713,2.29,1.483576759,1,3,6,0,0,0,0,0,1,0,0,2,2,4,2,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,10,10,2.5,3.6,B,Riley Lake-1,72,3.774285714,1.452226534,0,0,408400,388900,0,0,0,0,55,0,0,210200,245800,6000,4417,0,0
10000200-01,2007,-3.507021161,0.320303245,1.806666667,0.460537988,2,1,12,0,0,0,0,0,1,0,0,1,9,3,2,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,15,15,2.666666667,3.4,B,Riley Lake-1,72,1.796527778,2.032366386,0,0,473000,521700,0,0,0,0,51,0,0,210200,245800,6409,5179,2,0
10000200-01,2008,-3.485688783,0.605344414,1.841666667,0.548482756,0,5,7,0,0,0,0,1,0,0,0,2,7,3,0,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,12,12,2.583333333,3.083333333,C,Riley Lake-1,71,1.778873239,2.066125117,0,0,487300,547200,0,0,0,0,51,0,0,210200,245800,7483,4604,0,0
10000200-01,2009,-3.167945123,0.462649927,1.935714286,0.629538467,1,9,4,0,0,0,0,1,0,0,0,5,6,3,0,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,14,14,2.214285714,2.857142857,C,Riley Lake-1,71,1.779295775,2.065809647,0,0,564100,517000,1581,2570,0,0,51,0,0,224000,249953,8140,6694,2,0
10000200-01,2010,-3.340835433,0.363862475,1.669230769,0.877861621,1,11,1,0,0,0,0,1,0,0,1,3,4,4,1,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,13,13,2,3.076923077,C,Riley Lake-1,72,1.846666667,2.129379993,0,0,574750,510975,1619.5,2581.25,0,0,50,0,0,263540,375800,8913.5,7837,4,0
10000200-01,2011,-3.130130989,0.523539722,2.763636364,2.320893245,3,5,3,0,0,0,0,1,0,0,3,1,2,5,0,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,11,11,2,2.818181818,C,Riley Lake-1,72,1.846666667,2.129379993,0,0,495500,464525,1619.5,2581.25,0,0,56,0,0,263540,375800,7857,7464,2,0
10000200-01,2012,-3.003543832,0.60597427,2.207142857,1.6772066,3,4,6,1,0,0,0,1,0,0,1,2,3,7,1,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,14,14,2.357142857,3.357142857,C,Riley Lake-1,72,1.846666667,2.129379993,0,0,485450,469875,1619.5,2581.25,0,0,58,0,0,264428,368400,8266.5,8087,2,0
10000200-01,2013,-3.423950301,0.396040096,1.472727273,0.645121553,0,1,10,0,0,0,0,1,0,0,0,0,4,7,0,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,11,11,2.909090909,3.636363636,C,Riley Lake-1,103,1.31815534,1.840951239,0,0,266100,566600,0,2200,0,0,59,0,0,263540,368400,8122,7747,0,0
10000200-01,2014,-3.317364244,0.477275108,1.953846154,0.860828462,1,2,9,1,0,0,0,1,0,0,0,4,7,2,0,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,13,13,2.769230769,2.846153846,C,Riley Lake-1,104,1.369230769,1.904600303,0,0,266400,531875,0,2229.25,0,0,60,0,0,518000,417260,5299,8588,20,0
10000200-02,2008,-3.352815547,0.040417102,1.25,0.070710678,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,Riley Lake,Lower Minnesota River,-93.52393956,44.83937512,2,2,2.5,3,F,Riley Lake-2,309,0.707216829,3.060548083,0,0,329200,274200,1474,1937,0,0,106,0,0,294286,339667.5,3213,5325,24,20
10000200-02,2009,-2.137070655,,1.7,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Riley Lake,Lower Minnesota River,-93.52393956,44.83937512,1,1,2,2,F,Riley Lake-2,311,0.700675241,3.048122086,0,0,370900,319300,1603,1937,0,0,110,0,0,298988,366975,4603,4189,12,0
10000200-02,2010,-2.563949857,,2.1,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Riley Lake,Lower Minnesota River,-93.52393956,44.83937512,1,1,1,2,F,Riley Lake-2,360,0.605805556,2.836169671,0,0,259900,454325,1349,1937,0,0,29,0,0,305000,381467.5,5108,4192,16,8
10000200-02,2011,-2.551046452,,1.835,0.664755594,2,2,1,0,0,0,0,0,0,0,1,3,0,1,0,Riley Lake,Lower Minnesota River,-93.52393956,44.83937512,5,5,1.8,2.2,F,Riley Lake-2,365,0.567863014,1.448601005,0,0,252600,303850,1472,1937,0,0,195,0,0,309500,372200,4656,4451,26,0
10000200-02,2012,,,1.383333333,0.7653975,0,3,1,0,0,0,0,0,0,0,0,0,3,1,0,Riley Lake,Lower Minnesota River,-93.52393956,44.83937512,4,4,2.25,3.25,F,Riley Lake-2,380,0.556157895,1.419282764,0,0,363150,338325,1726,1937,0,0,227,0,0,390000,376409.75,5592,5070,41,26
10000200-02,2013,-2.574064547,0.926758438,1.1,0.565685425,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,Riley Lake,Lower Minnesota River,-93.52393956,44.83937512,3,3,2.333333333,3,F,Riley Lake-2,383,0.555483029,1.411010634,0,0,395300,337500,1756,808,0,0,252,0,0,449950,385500,5806,5138,52,22
10000500-01,2004,-3.59892776,0.989288855,2.615384615,0.706925449,9,5,0,0,0,0,0,0,0,1,8,6,0,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.357142857,1.428571429,A,Courthouse Lake-1,276,0.737608696,3.429092656,0,0,134100,93600,844,1100,0,0,189,0,0,128950,103375,1245,1226,32,0
10000500-01,2005,-4.204802389,0.781782192,4.585714286,1.472233856,14,0,0,0,0,0,0,0,0,1,12,2,0,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1,1.142857143,A,Courthouse Lake-1,277,0.728736462,3.420503214,0,0,149700,61500,1310,414,0,0,221,0,0,170000,171091.5,1347,798,54,22
10000500-01,2006,-4.085468579,0.462030657,4.7,0.8336666,11,2,0,0,0,0,0,0,0,1,10,3,0,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,13,13,1.153846154,1.230769231,A,Courthouse Lake-1,277,0.729963899,3.431608561,0,0,175600,90750,1310,412,0,0,221,0,0,180000,166860,1481,676,14,0
10000500-01,2007,-3.933482961,0.505703163,2.375,2.078952971,8,4,0,0,0,0,0,0,0,1,10,2,0,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,12,12,1.333333333,1.166666667,A,Courthouse Lake-1,277,0.729963899,3.431608561,0,0,177300,95900,1310,412,0,0,111,0,0,186900,167269,1911,1117,12,0
10000500-01,2008,-4.067290659,0.560327814,3.553571429,1.53878877,6,6,0,2,0,0,0,0,0,1,6,7,1,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.857142857,1.642857143,A,Courthouse Lake-1,277,0.729963899,3.431608561,0,0,170500,94250,1310,412,0,0,109,0,0,186900,166680,1929,1206,10,0
10000500-01,2009,-3.88789628,0.450480824,4.064285714,1.226381258,7,5,2,0,0,0,0,0,0,1,5,8,1,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.642857143,1.714285714,A,Courthouse Lake-1,277,0.729783394,3.429712556,0,0,169400,91750,1310,449.5,0,0,110,0,0,181000,166293.5,1865,1163,10,0
10000500-01,2010,-3.703627542,0.883967922,3.228571429,1.406812311,5,5,4,0,0,0,0,0,0,1,2,8,4,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.928571429,2.142857143,A,Courthouse Lake-1,273,0.752124542,3.412691908,0,0,161800,90000,1313,419,0,0,0,0,0,180000,166293.5,1948,1086,6,0
10000500-01,2011,-3.671761889,0.708661042,3.314285714,1.133311786,6,6,2,0,0,0,0,0,0,1,4,8,2,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.714285714,1.857142857,A,Courthouse Lake-1,273,0.752271062,3.414103207,0,0,153200,93150,1310,416,0,0,213,0,0,170000,167587,1975,1238,10,0
10000500-01,2012,-3.629857348,0.727604317,4.221428571,1.345178611,5,7,2,0,0,0,0,0,0,1,3,9,1,1,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.785714286,2,A,Courthouse Lake-1,280,0.9606,4.126926864,0,0,142800,88825,1310,453.75,0,0,204,0,0,166250,168406.25,1985,1374.5,8,2
10000500-01,2013,-3.792314595,0.680029203,3.530769231,1.477263583,8,2,3,0,0,0,0,0,1,0,8,2,3,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,13,13,1.615384615,1.615384615,B,Courthouse Lake-1,276,0.698780488,2.92297321,0,0,143900,91450,1311.5,414,0,0,204,0,0,161950,166942,1978,1424,10,0
10000500-01,2014,-3.937275383,0.847084879,4.330769231,1.375611752,7,3,2,1,0,0,0,0,0,1,8,2,2,1,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,13,13,1.769230769,1.692307692,A,Courthouse Lake-1,275,0.686816327,2.922914779,0,0,146600,110500,1310,441,0,0,206,0,0,161900,169942,2016,1400,14,0
10000600-01,2004,-3.15737394,0.285101747,1.25,0.453557368,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,6,5,2,2,C,Lotus Lake-1,1153,0.666074499,1.187099703,0,0,312600,192500,1372,691,0,0,1043,0,0,227000,193000,3515,2319,63,0
10000600-01,2005,-3.126070802,0.474815681,1.50625,0.686834093,0,4,2,0,0,0,0,1,0,0,0,3,2,1,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,6,6,2.333333333,2.666666667,C,Lotus Lake-1,1166,0.654187146,1.177625672,0,0,329000,212525,1736,1239,0,0,1051,0,0,233000,202000,3775,2356,36,6
10000600-01,2006,-2.868554063,0.460678426,1.229090909,0.646799112,1,6,4,0,0,0,0,1,0,0,0,4,7,0,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,11,11,2.272727273,2.636363636,C,Lotus Lake-1,1168,0.652570622,1.175222394,0,0,346950,238000,1755,1224,0,0,1057,0,0,250000,204500,3867,2424,42,10
10000600-01,2007,-3.142905792,0.482092847,1.468888889,0.601403451,1,4,4,0,0,0,0,1,0,0,0,4,5,0,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,9,9,2.333333333,2.555555556,C,Lotus Lake-1,1168,0.628715753,1.124539275,0,0,358000,240725,1751.5,1236,0,0,579,0,0,255000,218256,4098,2552,42,8
10000600-01,2008,-3.188404019,0.451398348,1.290909091,0.457612381,0,7,4,0,0,0,0,1,0,0,0,7,4,0,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,11,11,2.363636364,2.363636364,C,Lotus Lake-1,1167,0.629520137,1.124778587,0,0,352100,242200,1758,1234,0,0,578,0,0,260000,220045,4081,2860.25,39,0
10000600-01,2009,-3.216399346,0.519441424,1.825454546,0.596261078,1,8,2,0,0,0,0,1,0,0,0,9,2,0,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,11,11,2.090909091,2.181818182,C,Lotus Lake-1,1158,0.590630942,0.830939894,0,0,347450,241800,1858,1149.75,0,0,573,0,0,262500,223408.75,4047,3038,28,0
10000600-01,2010,-3.559497523,0.531444346,1.342727273,0.941149201,0,3,7,1,0,0,0,1,0,0,0,4,4,3,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,11,11,2.818181818,2.909090909,C,Lotus Lake-1,1160,0.58880726,0.830441452,0,0,330800,233700,1874,1156,0,0,100,0,0,269900,231000,4180,3118,50,6
10000600-01,2011,-3.218492454,0.340034177,1.68125,0.824594056,2,6,0,1,0,0,0,1,0,0,0,7,2,0,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,9,9,2,2.222222222,C,Lotus Lake-1,1160,0.58880726,0.830441452,0,0,327000,227500,1904,1147.5,0,0,1048,0,0,275000,232545,4323,3363,32,4
10000600-01,2012,-2.426815773,0.175688712,0.65,0.141421356,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,2,2,3,3.5,F,Lotus Lake-1,1154,0.591685491,0.832050652,0,0,327700,233850,1928,1203,0,0,1042,0,0,275000,241800,4504,3440,57,4
10000700-01,2009,-3.15116699,0.354842385,1.6,0.851469318,3,3,1,0,0,0,0,1,0,0,3,4,3,2,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,7,12,1.714285714,2.333333333,C,Lucy Lake-1,261,1.534597701,9.250148665,0,0,535800,486000,2396,1597,0,0,115,0,0,374200,441557.75,6350,5449,12,0
10000700-01,2010,-3.243250866,0.375173476,1.591666667,1.048339235,5,7,0,0,0,0,0,1,0,0,4,4,4,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,12,12,1.583333333,2,C,Lucy Lake-1,262,0.995801527,1.357668417,0,0,503700,421925,2346,1567,0,0,0,0,0,412000,440010,6216,5540,10,0
10000700-01,2011,-3.109099014,0.50237189,1.946153846,1.14645496,4,9,0,0,0,0,0,1,0,0,1,8,2,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,13,11,1.692307692,2.090909091,C,Lucy Lake-1,262,0.995801527,1.357668417,0,0,487800,394450,2396,1558,0,0,233,0,0,412000,477731,6332,5208,6,2
10000700-01,2012,-2.729803577,0.555848275,1.766666667,1.436747168,5,7,0,0,0,0,0,1,0,0,2,9,1,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,12,12,1.583333333,1.916666667,C,Lucy Lake-1,262,0.995801527,1.357668417,0,0,496850,413975,2406,1624,0,0,235,0,0,450000,475000,6504,5148,16,2
10000700-01,2013,-2.916000848,0.213369162,1.57,1.116592037,2,8,0,0,0,0,0,1,0,0,3,7,0,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,10,10,1.8,1.7,C,Lucy Lake-1,262,0.995801527,1.357668417,0,0,511700,439325,2406,1624,0,0,229,0,0,450000,472615.5,6608,5390,10,0
10000700-01,2014,-3.38321741,0.329123353,1.41,0.643687295,3,7,0,0,0,0,0,1,0,0,2,7,0,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,10,9,1.7,1.777777778,C,Lucy Lake-1,262,0.995801527,1.357668417,0,0,551300,472875,2406,1635,0,0,231,0,0,450000,452615.5,6854,5842,4,0
10000900-02,2010,-3.975865795,0.27914413,2.369230769,1.084269812,11,2,0,0,0,0,0,0,1,0,1,8,3,1,0,Minnewashta Lake,Mississippi River - Twin Cities,-93.61318955,44.87105254,13,13,1.153846154,2.307692308,B,Minnewashta Lake-1,223,1.22529148,5.521425001,0,0,439500,369400,1686,1622,0,0,0,0,0,375000,425750,6258,5710,4,12
10000900-02,2011,-3.906559951,0.248165259,4.590909091,1.391010097,9,2,0,0,0,0,0,0,0,1,3,5,3,0,0,Minnewashta Lake,Mississippi River - Twin Cities,-93.61318955,44.87105254,11,11,1.181818182,2,A,Minnewashta Lake-1,223,1.22529148,5.521425001,0,0,434600,354000,1948,1245,0,0,156,0,0,383500,419750,5784,5794,10,14
10000900-02,2012,-3.22397818,0.552209314,2.158333333,0.737881899,6,6,0,0,0,0,0,0,1,0,1,5,6,0,0,Minnewashta Lake,Mississippi River - Twin Cities,-93.61318955,44.87105254,12,12,1.5,2.416666667,B,Minnewashta Lake-1,225,1.2184,5.497240145,0,0,492100,347500,1948,1276,0,0,167,0,0,415000,388550,7229,5822,16,3
10000900-02,2013,-4.077480394,0.271455675,2.37,1.188883697,8,2,0,0,0,0,0,0,1,0,2,4,4,0,0,Minnewashta Lake,Mississippi River - Twin Cities,-93.61318955,44.87105254,10,10,1.2,2.2,B,Minnewashta Lake-1,227,1.203788546,5.483102176,0,0,492100,346000,1965,1288,0,0,180,0,0,430000,384775,7604,5580,16,4
10000900-02,2014,-4.044862682,0.583695588,2.575,1.124722188,2,6,0,0,0,0,0,0,0,1,0,5,3,0,0,Minnewashta Lake,Mississippi River - Twin Cities,-93.61318955,44.87105254,8,8,1.75,2.375,A,Minnewashta Lake-1,233,1.200515022,5.411357126,0,0,536000,388250,1965,1288,0,0,176,0,0,462500,387200,7880,5532,14,2
10001000-01,2004,-2.794266371,0.48647073,1.509090909,0.678799743,9,1,0,0,0,0,0,1,0,0,0,3,6,1,0,Tamarack Lake,Mississippi River - Twin Cities,-93.63406464,44.87265849,10,10,1.1,2.8,C,Tamarack Lake-1,126,2.813174603,12.46751437,0,0,432350,470575,1428,1921,2,0,74,0,0,420000,335100,6430,1700,12,0
10001000-01,2005,-3.36411189,0.458337973,2.251818182,0.817151371,10,0,1,0,0,0,0,1,0,0,4,1,4,2,0,Tamarack Lake,Mississippi River - Twin Cities,-93.63406464,44.87265849,11,11,1.181818182,2.363636364,C,Tamarack Lake-1,126,2.806666667,12.45780058,0,0,451300,385150,2416,3023,2,0,84,0,0,436000,327587.5,5791,6315,18,8
10001000-01,2006,-2.826779896,0.593410441,2.187692308,0.619302751,10,3,0,0,0,0,0,1,0,0,2,4,4,3,0,Tamarack Lake,Mississippi River - Twin Cities,-93.63406464,44.87265849,13,13,1.230769231,2.615384615,C,Tamarack Lake-1,127,2.839212598,12.4225969,0,0,532600,367500,2582,1218,2,0,92,0,0,500000,246750,5783,5643,20,8
10001000-01,2007,-3.681622482,0.33904266,2.821428571,0.7266134,13,0,0,0,0,0,0,0,1,0,7,2,4,1,0,Tamarack Lake,Mississippi River - Twin Cities,-93.63406464,44.87265849,13,14,1,1.928571429,B,Tamarack Lake-1,127,2.839212598,12.4225969,0,0,562400,142600,2617,1282,2,0,47,0,0,519700,239225,7315,4742,0,0
10001000-01,2008,-3.635327244,0.384326461,2.781818182,0.656990383,10,0,0,0,0,0,0,0,1,0,4,1,6,0,0,Tamarack Lake,Mississippi River - Twin Cities,-93.63406464,44.87265849,10,11,1,2.181818182,B,Tamarack Lake-1,127,2.839212598,12.4225969,0,0,567500,145500,2617,1282,2,0,48,0,0,525000,239225,7757,2136,6,0
10001000-01,2009,-3.553666932,0.188039733,2.708333333,1.260921981,12,1,0,0,0,0,0,0,1,0,3,3,7,0,0,Tamarack Lake,Mississippi River - Twin Cities,-93.63406464,44.87265849,13,13,1.076923077,2.307692308,B,Tamarack Lake-1,127,2.991889764,14.23258572,0,0,547900,151000,2617,1282,1,0,48,0,0,536513,250900,7793,2216,4,0
10001100-01,2004,-3.759163921,0.368588941,2.629411765,0.689895559,7,0,4,5,0,0,0,0,0,1,1,10,6,0,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,16,17,2.4375,2.294117647,A,St. Joe Lake-1,304,0.873717105,1.76459599,0,0,322800,302600,1303,863.25,0,0,238,0,0,339577,273810,4177,3984.5,20,0
10001100-01,2005,-4.071696632,0.16449165,3.1025,0.953815646,4,1,1,1,0,0,0,0,0,1,0,2,2,3,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,7,7,1.857142857,3.142857143,A,St. Joe Lake-1,310,0.844387097,1.743430975,0,0,338500,307100,1814.5,1876,0,0,244,0,0,335000,273337.25,4052,4184,22,10
10001100-01,2006,-3.415617896,0.584336908,2.655555556,0.403457281,7,2,0,0,0,0,0,0,1,0,0,4,5,0,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,9,9,1.222222222,2.555555556,B,St. Joe Lake-1,310,0.842032258,1.739979559,0,0,364550,328700,2110,1879.5,0,0,266,0,0,369300,310000,4041,3980,40,18
10001100-01,2007,-3.860695603,0.407327083,3.344444444,0.425326672,5,4,0,0,0,0,0,0,0,1,0,3,5,1,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,9,9,1.444444444,2.777777778,A,St. Joe Lake-1,312,0.836634615,1.735598312,0,0,441100,301150,2094.5,1855,0,0,134,0,0,390059,305900,4079,3965.5,16,0
10001100-01,2008,-3.97162604,0.137826763,2.888888889,0.893300684,4,4,0,1,0,0,0,0,0,1,1,3,2,1,2,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,9,9,1.777777778,3,A,St. Joe Lake-1,312,0.836634615,1.735598312,0,0,462050,293125,2129,1846,0,0,134,0,0,399666,314990,5177,3511.5,7,2
10001100-01,2009,-3.716078371,0.942082428,3.3,0.45825757,4,0,0,0,0,0,0,0,1,0,0,4,1,0,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,4,5,1,2.2,B,St. Joe Lake-1,312,0.816891026,1.704901846,0,0,450000,275875,2129,1846,0,0,132,0,0,420000,298450,5121,3306,8,0
10001100-01,2010,-3.848196294,0.351747112,2.15,0.74049533,3,1,0,2,0,0,0,0,0,1,0,3,3,1,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,6,7,2.166666667,2.714285714,A,St. Joe Lake-1,312,0.816891026,1.704901846,0,0,429350,261700,2211,1850,0,0,0,0,0,428313,298450,5215,3157,4,0
10001100-01,2011,-3.841949498,0.257247784,2.377777778,0.752957133,8,0,0,0,0,0,0,0,0,1,1,2,5,0,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,8,8,1,2.5,A,St. Joe Lake-1,312,0.816891026,1.704901846,0,0,406850,225175,2253,1850,0,0,260,0,0,428313,304900,5312,3236,10,2
10001100-01,2012,-4.141902637,0.241355814,2.671428571,0.182247869,7,0,0,0,0,0,0,0,0,1,2,2,3,0,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,7,7,1,2.142857143,A,St. Joe Lake-1,312,0.816891026,1.704901846,0,0,400400,225175,2286,1850,0,0,260,0,0,428313,292000,5327,2784.5,4,0
10001100-01,2013,-4.348467445,0.315212082,2.483333333,0.401040314,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,3,3,1,2.333333333,F,St. Joe Lake-1,326,0.775797546,1.657929332,0,0,405600,249200,2123,1845.25,0,0,262,0,0,428313,301500,5341,2722.5,10,0
10001100-01,2014,-3.906013346,0.399977748,2.485714286,0.601189298,5,2,0,0,0,0,0,0,0,1,1,3,2,1,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.8756457,7,7,1.285714286,2.428571429,A,St. Joe Lake-1,326,0.775797546,1.658076311,0,0,439300,265500,2418,1861.75,0,0,262,0,0,422817,305000,5618,2994,20,12
10001200-01,2009,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ann Lake,Lower Minnesota River,-93.55689623,44.87313144,0,0,,,B,Ann Lake-1,36,11.46444444,30.75178512,0,0,305700,72700,1688,820,2,0,14,0,0,191000,165000,3499,988,0,0
10001200-01,2010,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ann Lake,Lower Minnesota River,-93.55689623,44.87313144,0,0,,,A,Ann Lake-1,36,11.46444444,30.75178512,0,0,281700,63600,1688,820,2,0,0,0,0,191000,165000,3549,962,0,0
10001200-01,2012,-2.385996618,1.434131575,3.091666667,0.480017361,4,2,0,0,0,0,0,0,0,1,1,4,1,0,0,Ann Lake,Lower Minnesota River,-93.55689623,44.87313144,6,6,1.333333333,2,A,Ann Lake-1,36,11.46444444,30.75178512,0,0,274600,64800,1688,820,2,0,28,0,0,191000,165000,3973,1143,0,0
10001300-01,2006,-2.687715921,0.598811432,1.442857143,0.395209408,7,0,0,0,0,0,0,1,0,0,1,6,0,0,0,Susan Lake,Lower Minnesota River,-93.54157073,44.85197945,7,7,1,1.857142857,C,Susan Lake-1,456,1.00254386,4.166325033,0,0,349950,205225,1941,1072.5,4,0,419,0,0,228477.5,154046.25,3949,2448.5,12,2
10001300-01,2007,-2.801927612,0.693332652,1.35,0.815168694,1,2,4,4,0,0,0,1,0,0,1,2,5,3,0,Susan Lake,Lower Minnesota River,-93.54157073,44.85197945,11,11,3,2.909090909,C,Susan Lake-1,456,1.00254386,4.166325033,0,0,359950,233875,1995,1084.5,4,0,207,0,0,230938.5,151185.5,4312,2621.5,18,0
10001300-01,2008,-2.31530638,1.149744971,1.128571429,0.829669602,1,2,9,1,0,0,1,0,0,0,0,3,5,5,1,Susan Lake,Lower Minnesota River,-93.54157073,44.85197945,13,14,2.769230769,3.285714286,D,Susan Lake-1,458,0.998165939,4.15766021,0,0,353000,228550,1984,1097.5,4,0,208,0,0,231100,144450,4427,2957,18,0
10001300-01,2009,-2.615698817,0.695869172,1.432142857,1.175324365,3,3,2,6,0,0,0,1,0,0,2,4,1,6,1,Susan Lake,Lower Minnesota River,-93.54157073,44.85197945,14,14,2.785714286,3,C,Susan Lake-1,472,0.954533898,4.070270782,0,0,341000,230025,1936,1100.75,4,0,214,0,4,231340,166100,4283,2895.5,16,2
